issue_num,issue_title,option_num,option_text,Civil Rights,Economy,Political Freedom,Wealth Gaps,Death Rate,Compassion,Eco-Friendliness,Social Conservatism,Nudity,Industry: Automobile Manufacturing,Industry: Cheese Exports,Industry: Basket Weaving,Industry: Information Technology,Industry: Pizza Delivery,Industry: Trout Fishing,Industry: Arms Manufacturing,Sector: Agriculture,Industry: Beverage Sales,Industry: Timber Woodchipping,Industry: Mining,Industry: Insurance,Industry: Furniture Restoration,Industry: Retail,Industry: Book Publishing,Industry: Gambling,Sector: Manufacturing,Government Size,Welfare,Public Healthcare,Law Enforcement,Business Subsidization,Religiousness,Income Equality,Niceness,Rudeness,Intelligence,Ignorance,Political Apathy,Health,Cheerfulness,Weather,Compliance,Safety,Lifespan,Ideological Radicality,Defense Forces,Pacifism,Economic Freedom,Taxation,Freedom From Taxation,Corruption,Integrity,Authoritarianism,Employment,Public Transport,Tourism,Weaponization,Recreational Drug Use,Obesity,Secularism,Environmental Beauty,Charmlessness,Averageness,Human Development Index,Primitiveness,Scientific Advancement,Inclusiveness,Average Income,Average Income of Poor,Average Income of Rich,Public Education,Crime,Foreign Aid,Average Disposable Income,Patriotism,Food Quality,Accessibility,Youth Rebelliousness,Culture,policy_adds,policy_removes,policy_sometimes_adds,policy_sometimes_removes,notability_adds,notability_removes,notability_sometimes_adds,notability_sometimes_removes
221,#221 Outdated Tax Code Crushing @@NAME@@?,3,3. prices for nearly everything reach all-time highs as business tax breaks are discontinued,0.0027,-5.4711,-0.5663,-0.3205,1.1672,,-78.4175,-0.002,,-46.3682,-79.6723,-75.8896,-254.8331,-49.5523,-106.7067,-200.429,-94.4071,-35.7549,-68.0208,-67.3106,-46.518,-53.8362,-46.0235,-123.9113,-48.6187,-322.687,-0.27,-110.0789,-117.7022,-96.682,-1168.3825,,0.8335,,-1.1964,-0.0838,0.0657,,,,,0.0432,1.2178,-0.7937,0.1992,-104.0605,0.0508,-1.1589,-0.7265,4.9483,-1.465,0.3591,46.6134,0.1125,-62.2947,1.5451,-0.0009,,-0.0257,,,0.0007,-0.1992,-2.2858,,,,-3859.1826,-2009.5062,-8698.2548,-164.2853,-0.0197,-32.0694,-589.8252,,-0.3048,-2.9352,0.0048,,,,,,,,stringent health and safety legislation,punitive income tax rates
221,#221 Outdated Tax Code Crushing @@NAME@@?,4,4. annual tax returns take at least two years to complete,0.0056,0.7609,0.014,2.3835,0.5351,,4.5112,-0.0056,0.0331,10.5906,12.8796,6.7379,22.3544,6.6974,17.7143,19.5391,8.0078,-0.0941,5.536,1.2551,161.3122,6.8275,-52.5056,13.2563,70.4266,36.8625,0.0647,12.4231,6.7832,9.35,78.7554,,-4.3756,,0.9156,0.0047,-0.0025,0.7599,,,-0.0294,-0.5999,-0.74,-0.2143,-0.0962,12.0588,-0.3388,0.9207,0.2085,-0.9049,0.4653,-0.1013,-33.351,0.0735,4.9135,-8.1087,0.0313,0.2919,0.0274,,,2.7726,0.0962,0.1249,-0.0803,0.0929,,659.4221,-6810.6363,37451.5588,9.5422,0.2091,2.6594,120.03,-0.4397,0.1997,0.1333,,0.0294,,,,,,,,
221,#221 Outdated Tax Code Crushing @@NAME@@?,5,5. civil servants spend most their time carrying out risk assessments for paper cuts,,,,,-0.014,,-2.3043,,,-1.7894,-2.2574,-4.4837,-5.6448,-1.614,-4.6949,-8.3638,-2.8007,-1.673,-3.2368,-6.8276,-1.8105,-3.2989,-6.1288,-3.609,-2.2219,-14.6374,0.0931,-3.063,-5.0026,-7.5538,-6.2724,,,,,,,,,,,,,0.0007,,-5.9678,,,0.3549,-1.3182,,,,-0.0766,-2.4466,,,,,,,,,-0.0001,,,,195.4336,94.58,442.5851,-5.9899,,-1.0144,-203.9846,,,,,,,,,,,,punitive income tax rates,
222,#222 Terrorists Strike City Centre,1,1. the armed forces are locked in an expensive and bloody war abroad to stamp out possible terrorists,0.0046,-0.0012,,0.0,0.6243,0.0009,-6.9909,-0.0041,0.0026,-12.5496,-12.1992,-15.6671,-36.8507,-17.8318,-18.57,733.2187,-16.4003,15.183,-18.6471,-25.5135,-11.6383,-15.1924,-22.507,-16.8734,-12.3016,704.7465,0.1124,-8.6419,-13.7697,-21.6218,-17.1905,0.0824,-0.0041,0.0004,-0.001,0.0016,-0.0032,,-0.1651,-0.0004,-0.993,-0.0002,-0.0011,-0.2662,-0.0011,248.3089,-2.3001,-0.0017,0.1372,-0.7274,0.0033,-0.0011,-0.3289,0.024,-6.9783,0.0085,0.0256,-0.1712,0.1276,-0.0004,-0.0222,-0.0043,0.0011,-0.0887,0.0025,-0.0004,-0.0006,564.4303,266.1863,1384.6258,-17.6984,0.0013,-2.2769,166.1619,0.261,-0.2745,0.1757,,0.0018,,,,,,,deadly medical pandemics may add or remove notability: punitive income tax rates|restrictive gun laws,
222,#222 Terrorists Strike City Centre,2,"2. everyone suspects that everyone else is a terrorist used to be ""prisons are crowded with possible terrorist suspects""",-2.1342,0.0026,-0.7408,-0.0004,-0.416,,-2.268,2.039,-2.3506,-1.1425,-1.4408,-2.8785,-6.3007,-1.1601,-3.4663,-6.3856,-0.4228,-0.6403,-2.1096,-2.5686,-1.3951,-1.5778,-2.1582,-2.79,-62.4687,-10.4065,0.0879,-2.4165,-3.7345,214.9477,-3.1123,,0.0054,,-0.5751,-0.488,0.5152,,,,,1.1284,1.2069,0.1691,0.1722,-4.8725,1.8605,-0.0019,0.31,-1.032,1.768,-0.359,92.9819,-0.2765,-1.8951,31.8403,-0.056,-2.8895,,,,-2.3515,-0.1722,0.0567,,,,76.6807,47.1696,172.0691,-4.859,-0.4563,-0.8122,-200.7846,0.0522,,-0.2969,,,,,,,,,punitive income tax rates|restrictive gun laws,absence of drug laws
222,#222 Terrorists Strike City Centre,3,3. customs turn away those considered to have an unfavourable ethnicity,-1.6222,,,,-0.3395,-1.2216,-1.6681,1.4591,-1.8663,-2.2933,-1.9974,-2.9423,-5.1896,-1.8706,-3.2696,78.8297,-2.5445,-1.2282,-2.7206,-3.4356,-2.1049,-1.5652,-3.0156,-2.7865,-39.6065,73.569,0.0314,-1.6095,-2.6159,69.2642,-2.7013,-0.2156,0.0004,-0.961,0.5295,-0.2548,0.2733,,0.0036,,0.0024,0.8109,1.215,0.1788,0.1554,-4.5115,0.0266,-0.0005,0.0785,-0.2925,0.4797,-0.0721,43.9731,-0.0759,-1.5728,20.9874,-0.0353,-5.4882,-0.0002,0.001,-0.0025,-2.5993,-0.1554,0.0601,-0.0016,0.0027,-7.5158,37.8942,16.9304,88.3103,-3.2218,-0.411,-0.4835,-29.5419,0.0379,-1.9319,-10.0633,,,,,,,,,punitive income tax rates|restrictive gun laws,absence of drug laws
222,#222 Terrorists Strike City Centre,4,4. the government seeks peaceful forum with terrorists,0.0013,0.0069,-0.0069,-0.0004,-0.1725,-0.0011,-1.3036,-0.0019,0.0003,1.6626,-0.2952,-0.3082,-5.3082,0.1802,-0.4729,-1.4742,-1.4136,-0.1176,0.1061,0.5672,0.0409,-0.3494,-0.9758,-2.3692,-33.3944,-0.1199,0.0038,-1.198,-1.1886,-1.2597,-1.4952,0.135,-0.0006,-0.0001,-0.0057,-0.0,0.0005,,0.0002,0.0012,-0.0036,0.622,0.7894,0.1101,0.0009,-114.4356,1.3945,-0.0006,0.0279,-0.105,0.005,-0.0003,0.0771,-0.0036,-1.0589,19.2751,-0.0204,-0.3814,0.001,-0.0006,-0.0383,-0.7591,-0.0009,0.038,0.0268,-0.0084,2.467,-45.9896,-23.4066,-96.0073,-2.0,-0.2288,-0.2801,-38.9912,-0.1396,1.0862,4.0044,,0.0012,,,,,,,punitive income tax rates,
222,#222 Terrorists Strike City Centre,5,5. the government regularly crumbles under the pressure of terrorists,-0.0064,,,,0.9391,-0.0152,16.3469,0.0047,-0.0018,4.0822,5.0851,16.7552,16.4551,5.4144,6.811,40.3524,5.8019,6.9271,15.3941,25.0926,15.5121,10.1843,30.0601,7.3454,159.7648,61.1902,-0.2321,13.8113,27.8297,-441.9833,55.9851,,,-0.123,0.0069,-0.0009,0.0013,,,-0.3154,-1.0071,-2.1063,-2.3264,-0.3069,0.0016,-427.8089,-0.2484,,-0.7,3.4924,,,0.0402,0.0938,13.9819,-36.7319,0.1384,1.1206,0.0016,,-0.0722,9.8519,-0.0016,-0.1024,,,-0.0199,-269.4926,-147.8493,-568.4786,25.6149,1.0227,4.4989,525.5339,-0.3161,-0.0141,-0.0381,,,,,,,,,,punitive income tax rates
222,#222 Terrorists Strike City Centre,6,6. the streets are ravaged by murder and violence to prove political points,,,6.3853,,5.0714,-0.0001,7.2319,,,1.433,2.3448,3.3186,21.5335,47.1841,0.9893,15.5101,1.0051,59.8142,5.8372,7.2849,1.4505,3.7042,11.088,5.2477,123.3099,20.2618,-0.0543,5.2885,10.4517,-178.716,17.2902,,,,11.0893,0.7163,-0.87,,-0.1925,,-2.96,-2.4532,-2.2242,-1.5402,-1.2934,8.1612,-1.3642,,-0.2373,0.9226,-2.7938,0.5451,-255.9428,-0.0957,4.0249,-37.4529,0.2285,1.3596,0.5072,,,9.7996,1.2934,-0.5133,,,,233.2674,124.4421,588.4756,14.844,1.3535,2.076,324.3169,0.0004,-0.5047,0.3498,-0.0089,,,No Dissent,Public Protest,,,,deadly medical pandemics,punitive income tax rates|restrictive gun laws
223,#223 Easter Egg: Zombie Attack!,1,1. the nation has a strict 'no marauding undead' law (@@EGG@@),,,,,-0.0007,-0.5646,17.5462,,,-77.7903,-136.8545,-121.53,-71.2676,-63.5434,-111.9287,785.5554,-118.7275,-51.36,-124.5751,-115.9689,-117.4007,-126.2175,-55.2579,-95.9711,-50.5051,586.6659,0.0921,17.2835,29.8506,46.8823,35.2292,,,-0.3,0.2866,-0.1572,0.0939,,,,,-0.0858,-0.0721,0.0052,-0.0094,324.1651,-2.7024,,1.0215,-2.8714,0.0282,-0.0197,,-0.1066,14.8108,-4.7189,0.0139,,-0.0031,,1.4403,0.2675,0.0094,0.002,0.2399,-2.9241,,-710.2841,-456.6346,-997.2676,42.2879,0.0196,5.2156,-1441.22,0.2182,-0.1617,-2.7543,,,,,,,,,hatred of cheese|punitive income tax rates,"barren, inhospitable landscape"
223,#223 Easter Egg: Zombie Attack!,2,2. volunteers are signing up to take arms against an incursion of flesh-eating zombies (@@EGG@@),,0.0007,,,-0.0038,0.3044,-1.6695,,,-2.4177,-2.1784,-3.3891,-9.0235,-1.5557,-2.736,145.1879,-3.5732,-1.2897,-2.3279,-2.9083,-1.5132,-2.7905,-4.646,-7.2869,-3.257,139.179,0.0204,-2.6603,-3.4231,-4.277,-2.8874,,0.0017,0.2082,-0.211,0.0006,,,-0.0005,,0.0171,0.0442,0.0245,0.0016,0.0006,49.545,-0.2756,-0.0019,0.0283,-0.1682,,,0.015,-0.0093,-1.7039,0.8522,0.0021,-0.0007,0.0001,,0.1297,-0.0417,-0.0006,0.0003,-0.013,0.0113,,100.6506,62.3922,187.4057,-5.4299,-0.0088,-0.7251,19.4444,0.0549,0.0003,1.2758,,,,,,,,,,punitive income tax rates
223,#223 Easter Egg: Zombie Attack!,3,3. international organisations everywhere are united in their condemnation of the nation's zombified military (@@EGG@@),,,,,-0.0277,,-0.1567,,,0.3432,0.499,-0.403,87.3358,-0.2305,-1.0827,17.3208,1.8348,1.1263,1.9187,2.9579,0.8504,0.7237,3.7043,25.2663,-24.6848,17.2617,0.0671,-0.869,0.0478,2.534,1.5398,,,,,0.6237,-0.3188,,,,-0.99,0.0905,-0.6877,0.0081,,130.8494,-0.407,,0.2298,-0.8962,0.9263,-0.2708,,-0.234,0.0737,0.6894,-0.0052,-0.0397,,,,-0.0842,,0.133,-1.9152,1.2287,,315.7573,172.012,668.97,63.3252,-0.0322,-0.1175,-160.0142,0.1107,,,,,,,,,,,punitive income tax rates,complete lack of public education
223,#223 Easter Egg: Zombie Attack!,4,4. the flesh-eating lost souls that wander at night serve as a major tourist attraction (@@EGG@@),,,,,4.5783,,-6.3853,,,-8.1557,-8.043,-6.2097,-51.988,46.5593,-4.332,-25.7577,-12.199,78.2493,-10.0453,-10.023,-6.7767,-9.3463,-22.742,-17.3817,-8.3783,-40.123,,-5.7313,-10.0123,-9.7537,-11.0777,,,,,,,,-0.3087,,,,,-1.1073,,-10.5933,,,-0.176,0.5747,,,,-0.2057,-5.1803,7.2703,,0.208,0.553,,,-1.153,,-0.369,,,,321.489,184.0293,717.8333,-15.9327,,-1.8147,348.7927,,-0.62,0.86,,,,,,,,,deadly medical pandemics,punitive income tax rates
223,#223 Easter Egg: Zombie Attack!,5,5. the undead are an officially recognised ethnic minority (@@EGG@@),,,,,2.176,,-4.832,,,-3.665,-6.8655,-4.5545,-14.3275,34.331,-6.7405,-7.0745,-3.964,66.04,-3.1695,-6.8315,-2.3055,-6.493,-5.627,-8.4205,-1.4555,-15.2925,0.0905,-6.9765,-6.994,-5.591,-7.0845,,,,,,,,-0.529,,,,,-1.113,,-4.871,,,0.297,-1.2645,,,,-0.193,-3.397,,,0.212,0.223,,,,,-0.3715,,,5.4525,220.154,125.2335,400.25,-8.6915,,-1.994,-142.335,,1.931,7.8,,,,,,,,,deadly medical pandemics|punitive income tax rates,
223,#223 Easter Egg: Zombie Attack!,6,6. the undead roam the streets and countryside at night (@@EGG@@),,,,,10.6591,,-108.0528,,,-79.435,-148.6272,-168.6922,-41.58,-61.1856,-80.6691,31.9863,-73.1566,-130.8363,-148.5759,-104.4675,-61.8537,-154.9156,-87.5041,-108.5744,-180.8719,-215.0597,-0.8263,-68.3116,-112.1822,-61.9181,-96.9125,-3.3822,,-0.3406,,-0.7247,0.9222,1.2078,-0.7097,-0.7894,-7.6875,-0.685,-1.1081,-1.5837,-0.0172,-32.8409,-0.2928,,-1.8041,7.2244,,,,-0.0506,-142.3928,-16.5628,0.0641,0.8466,1.1853,0.0734,-5.6091,2.6272,0.0172,-0.8894,2.8234,-7.6897,-0.6353,-3426.1072,-1674.8956,-8864.0938,-70.6531,0.3912,-104.9906,-279.6059,-0.9309,-1.4247,0.4933,,,,,,,,,"barren, inhospitable landscape|complete absence of social welfare|complete lack of public education|deadly medical pandemics|hatred of cheese",devotion to social welfare|punitive income tax rates
224,#224 Minimum Wage War,1,1. the government has implemented minimum wage laws,,-0.3762,0.0353,-15.6036,-4.5357,0.3043,3.144,,,3.1496,-3.6575,8.3723,2.4689,16.7448,-6.3592,-2.0348,-192.8089,5.9549,19.5456,33.5095,-2.9761,10.2694,35.2293,2.8737,-91.241,9.4853,0.0001,0.7658,8.5861,13.3512,29.2053,,10.9602,0.1805,-2.8095,0.0129,-0.0088,-0.0029,-0.0004,,-0.0217,1.5795,1.3186,1.3353,0.1675,7.744,1.0596,-3.4728,0.7213,-3.8277,-0.0154,0.0014,126.7667,-0.9297,3.0508,15.9839,-0.0838,0.1939,-0.1024,,-0.0999,-2.9477,-0.1675,0.305,,,,-68.5902,27057.607,-203550.6101,7.5322,-0.7433,0.2814,-1126.5092,0.0021,-1.115,1.1027,,,,,,,,,punitive income tax rates,spontaneously combusting cars
224,#224 Minimum Wage War,2,2. unemployment is through the roof after the government enacted living wage laws,,-0.6821,,-19.1267,-11.3455,,41.0451,,,-89.0606,-100.4716,-156.4223,-49.6869,-55.5686,-57.6518,-60.4378,-71.0373,-105.6323,-102.7867,-28.6053,-73.3359,-128.9213,29.1215,-101.4217,-377.2337,-305.2995,0.0731,339.9952,89.9302,129.9076,169.252,,21.5568,,-7.7863,-0.1009,0.0833,,,,,2.7302,1.4137,3.8452,0.5514,91.0163,1.1801,-5.8797,1.5966,-9.3544,0.9895,-0.178,257.0251,-1.2222,28.6455,19.0377,-0.1784,0.4347,-0.2686,,0.7776,-6.0738,-0.5514,1.0104,-0.2753,-2.0412,,-628.3354,52915.6896,-348261.2128,101.3713,-0.9538,7.6456,-2708.802,,-0.5956,0.8825,,,,,,,,,devotion to social welfare|hatred of cheese|punitive income tax rates,"barren, inhospitable landscape|complete absence of social welfare|spontaneously combusting cars"
224,#224 Minimum Wage War,3,3. boot polish is the favourite lip gloss of entry-level corporate workers,-0.008,0.016,,13.9563,2.1971,-0.3344,-0.2562,0.0065,0.0084,-2.9865,-1.769,-4.1916,-5.5382,-1.7564,-0.4344,18.0804,0.7149,-4.4281,-6.3868,-10.6815,-1.226,-3.8148,-10.0617,-1.9664,46.0407,10.9023,-0.0231,-95.1646,-1.6517,-3.3796,-5.3779,,-1.3439,-0.1889,1.2982,0.0006,-0.0004,0.0014,-0.0033,-0.0023,-0.0239,-0.5633,-0.4813,-0.5305,0.0633,-4.378,-0.4746,0.6538,-0.1763,1.1451,0.0033,-0.0023,-20.9858,0.1841,0.1747,-4.5776,0.0493,-0.008,0.0332,,-0.1169,2.0177,-0.0633,-0.1577,-0.0005,0.0045,,-107.6516,-5291.1128,69712.0287,-2.933,0.2577,-0.1069,230.5648,-0.0015,0.0986,-1.8413,,,,,,,,,complete absence of social welfare|spontaneously combusting cars,devotion to social welfare|punitive income tax rates
224,#224 Minimum Wage War,4,4. the workforce is almost entirely made up of slave labour,-3.2097,0.2097,,140.7815,15.0656,-1.717,-0.681,2.9723,-4.0779,-2.0972,-2.8303,-5.7402,-10.9618,145.7695,-6.9969,110.2064,-1.479,117.7815,-7.3346,-10.5498,74.3141,-8.973,-15.6698,-4.0143,240.7892,102.35,,1.4059,-2.3759,-3.8521,-5.5652,,-6.2666,-1.3531,2.0734,-0.5711,0.5279,,-0.4797,-0.7467,-6.0328,-2.0548,-3.9218,-3.4834,0.5218,-4.4849,-2.1866,0.9775,-0.3395,1.3459,,,17.3828,0.009,-0.2848,-33.9223,0.1189,-8.3934,1.1885,,-0.6043,11.662,-0.5218,-1.0966,-0.0259,0.0111,,517.1566,-19936.5213,323365.1148,-4.077,1.4174,0.2169,673.2003,0.0692,-0.5311,-7.1143,,,Slavery,,,,enslaved workforce,,deadly medical pandemics|restrictive gun laws|spontaneously combusting cars,absence of drug laws|punitive income tax rates
225,#225 Prayer in Public Schools?,1,1. students who refuse to pray are expelled from school,-0.8598,,,,-0.0305,0.3539,-1.913,0.7453,-0.3871,-1.0508,-1.8136,-2.4094,-6.003,-0.4719,-1.5458,-40.8658,-3.1121,-0.8391,-2.5355,-2.9302,-0.6858,-2.7564,-1.23,-1.2571,-19.0009,-44.3229,0.0437,-1.3939,-2.6927,-5.3545,-3.7164,142.9529,,0.2236,-0.7595,-0.098,0.112,,,,0.0019,0.2389,0.2013,0.0077,0.1654,-4.3897,0.5142,,0.1824,-0.6242,,,28.5748,-0.0318,-1.0737,3.4945,-0.0135,-0.4572,,-0.8481,,-0.2749,-0.1654,0.0027,0.0003,-0.0005,0.0047,2.5052,1.6228,16.2085,-3.3421,-0.08,-0.4324,-174.8745,0.0132,0.0023,1.1231,,,,,,,,,punitive income tax rates|restrictive gun laws,absence of drug laws|irreverence towards religion
225,#225 Prayer in Public Schools?,2,2. children of nonreligious parents are often barred from school festival events,,-0.0,,-0.0211,-0.0205,,-0.8989,,,-0.3917,-1.2256,-1.744,-2.0215,-0.8968,-1.7086,-2.5844,-1.1617,-0.8052,-1.348,-2.7586,-0.8639,-1.4815,-2.0986,-1.3829,-6.6774,-4.72,0.0349,-0.9355,-1.7997,-2.4773,-2.0964,67.5199,0.0071,,-0.0671,-0.0004,,,,,0.0093,0.0839,0.0838,0.0053,-0.0102,-1.8288,0.0554,-0.0307,0.1229,-0.463,,,0.1949,-0.0161,-0.7586,1.1693,-0.0054,0.0008,-0.0003,-0.5806,0.0557,-0.1404,0.0102,0.0015,-0.0007,-0.0021,,61.1602,65.5804,-236.2991,-2.1308,-0.035,-0.2673,-81.1805,,-0.0034,,,,,,,,,,punitive income tax rates,irreverence towards religion
225,#225 Prayer in Public Schools?,3,3. religious education is a new government priority,-0.007,0.0067,-0.0011,-0.0,-0.012,0.001,-0.6497,0.0052,-0.0068,0.1982,-2.3438,-2.6164,-3.9198,-1.1142,-2.974,-1.7599,-2.7339,-0.7978,-1.4192,-1.5479,-1.0132,-1.2862,-2.0502,-2.1148,-9.3887,-4.1766,0.0487,-1.3495,-1.4506,-1.3469,-1.4887,2.3244,0.0002,0.0011,-0.0028,0.1475,-0.1072,,-0.0,,0.0043,0.1032,0.1584,0.0033,0.0019,-1.316,0.1148,-0.0003,0.1682,-0.5264,0.0008,-0.0,0.2021,-0.0236,-0.6849,1.8031,-0.0047,-0.0031,0.0014,-0.0431,-0.0059,-0.081,-0.0019,0.0524,-0.4346,0.4342,0.0019,54.6311,33.6441,101.2861,69.9465,-0.0477,-0.332,-85.9976,0.0002,-0.001,-0.0174,,-0.0014,,,,,,,punitive income tax rates,complete lack of public education
225,#225 Prayer in Public Schools?,4,4. religion is strictly forbidden within school grounds,-0.5959,,,-0.0005,0.0123,0.006,0.7445,0.5871,-0.4209,0.2879,0.3408,0.6624,1.4549,0.7567,0.7372,1.3476,0.3635,-0.3257,1.0114,1.3132,0.2574,0.6725,1.2487,0.6136,4.6833,2.2978,-0.0186,1.1055,1.2213,2.1752,1.9957,-91.1744,0.0079,0.0045,-0.0007,-0.0844,0.0642,,-0.0,,-0.005,-0.0648,-0.0072,-0.0014,-0.0007,1.1922,0.1021,-0.0003,-0.0532,0.2728,0.0012,-0.0002,13.8546,0.0032,0.7411,-0.3512,0.0014,-0.4775,0.0008,3.2269,,0.1978,0.0007,0.0002,-0.0201,0.0151,-1.9677,-33.742,-10.5275,-81.3894,1.5049,0.0203,0.2716,37.425,0.0047,-0.6895,-1.1002,-0.005,,,,,,,,irreverence towards religion|restrictive gun laws,absence of drug laws|punitive income tax rates
226,#226 Expats Plea for Help in War-Torn Country,1,1/2. the nation has welcomed its expats back with open arms,-0.0033,-0.0006,0.0209,-0.0163,-0.1302,0.3871,-1.388,0.0026,-0.0083,-1.5569,-1.359,-1.7778,-4.975,-0.8685,-2.306,-28.8156,-2.0482,-0.678,-2.086,-2.3159,-0.801,-1.459,-1.0857,-2.5448,-11.1705,-32.1435,0.0518,125.2303,-2.0692,-2.2641,-2.3006,,-0.0004,0.2783,-0.2014,0.0063,-0.0038,0.0012,0.0014,0.0004,0.006,0.175,0.2084,0.0961,-0.0049,-2.0007,0.567,0.0006,0.2085,-0.6531,-0.0097,0.0007,-0.4729,-0.1272,-1.0881,3.6166,-0.0066,-0.0077,-0.0001,,0.0025,-0.1755,0.0049,0.0322,-0.0066,0.0063,0.0012,33.2054,22.3513,41.8267,-3.1504,-0.0577,-0.5985,-140.9554,0.0009,0.002,2.7664,0.0008,0.0008,,,,,,,devotion to social welfare|punitive income tax rates,complete absence of social welfare
226,#226 Expats Plea for Help in War-Torn Country,2,3. citizens who leave the country are officially classed as traitors,-0.0138,0.0072,,0.0493,0.1681,-0.3281,1.5989,0.0134,-0.0034,0.9444,0.9109,1.5438,4.9401,0.6154,1.1454,21.6783,1.1997,0.4522,1.1374,1.784,0.629,1.0866,1.7646,1.5174,11.3179,24.1604,-0.0392,-107.0925,2.5614,3.2829,3.0252,,0.0005,-0.2454,0.1876,-0.0015,-0.0008,,0.0021,,0.0027,-0.1555,-0.1783,-0.0908,0.005,2.125,-0.4733,-0.0015,-0.1461,0.4886,,,1.1707,0.0982,1.0162,-3.2814,0.0053,-0.0084,-0.0004,,-0.0696,0.3276,-0.005,-0.0275,-0.0158,0.0127,,-29.5777,-17.6725,-46.4402,3.3444,0.067,0.4032,98.9072,0.0002,0.0001,-2.0465,,,,,,,,,complete absence of social welfare,devotion to social welfare|punitive income tax rates
226,#226 Expats Plea for Help in War-Torn Country,3,4. the world outside is only known of in folklore,-1.7054,-0.0032,-0.0007,-0.0,-0.1465,0.0006,-12.6648,1.5196,-1.2025,52.5969,57.5794,63.3073,29.3297,24.8044,34.5005,8.4804,44.3077,43.7761,60.1455,54.4109,55.3179,66.0448,42.1606,51.6875,50.8916,124.0866,0.0295,-14.1694,-24.2458,35.3466,-34.7749,,0.0019,0.0005,-0.0042,-0.1708,0.1856,0.0018,-0.0006,,-0.0021,0.2705,0.5758,0.0266,0.223,-51.6167,0.4685,-0.0024,-0.5052,0.8493,0.0001,-0.0,47.8006,0.0909,-13.7549,5.0437,-0.0213,-10.0762,-0.0014,,-0.8163,-0.6407,-0.223,0.0081,0.1219,1.5455,-0.0029,828.6464,366.952,2348.1816,-28.6861,-0.1297,-4.7155,871.5687,0.0329,0.1058,-5.5137,,0.0021,No Emigration,,,,,,"barren, inhospitable landscape|closed borders|restrictive gun laws",absence of drug laws|hatred of cheese|punitive income tax rates
227,#227 Underage Drinkers: Social Menace or Misunderstood?,1,1. underage drinkers are dragged through the streets and put in the stocks,-1.4688,,,,-0.4602,,2.4267,1.5176,-2.7143,16.8716,23.7827,21.4065,21.479,21.358,15.4514,28.6839,14.0961,-869.2865,26.0678,23.6822,21.0902,17.8512,19.7312,25.9388,-52.4122,66.9629,,6.2131,7.0167,7.7414,3.8731,,,,,-0.272,0.2478,,,,,0.6837,2.621,0.2278,-0.0588,12.8339,1.8869,,0.249,-0.5367,,,15.2635,-0.0263,3.7051,15.4216,-0.0461,-26.049,-0.2178,,,-0.7743,0.0588,0.0763,,,,-506.6363,-203.4198,-1375.2449,9.0814,-0.7163,0.4692,-541.5922,0.052,,-0.4369,-1.9592,,,,No Drugs,,,,restrictive gun laws,absence of drug laws
227,#227 Underage Drinkers: Social Menace or Misunderstood?,2,2. the government jails the parents of underage drinkers,-0.9,,,,-0.9043,,0.4214,0.8914,-1.0714,5.7914,13.8957,38.3986,28.8943,11.8486,8.0514,29.0686,17.2114,-620.7557,15.7086,24.9343,17.5943,22.6,18.6971,11.7943,-139.89,73.2614,0.0343,0.6814,2.7029,68.7043,1.5686,,,,,-0.1586,0.1114,,,,,0.9743,3.3829,0.3729,-0.1829,8.4471,1.4786,,0.2529,-0.6714,,,5.6243,-0.0314,1.9129,16.34,-0.0786,-21.7614,-0.2057,,,-1.0014,0.1829,0.1214,,,,-364.4729,-79.6443,-1559.4286,2.9314,-0.8357,0.08,-489.4571,0.0157,,,-1.7143,,,,No Drugs,,,,,absence of drug laws
227,#227 Underage Drinkers: Social Menace or Misunderstood?,3,3. the parents of underage drinkers are lectured on the evils of hard liquor,-0.5567,,,,-0.5167,,3.8867,0.5533,-0.1667,,8.3033,37.3667,29.6067,22.9933,6.6,45.3533,12.3767,-1675.75,26.6967,81.7367,,24.83,139.6167,4.03,42.8633,82.72,0.02,12.4,35.1333,81.8,51.36,,,,,-0.0667,0.1067,,,,,1.2367,0.0533,0.2567,0.0,37.8967,0.0167,,0.2133,-1.1367,,,24.5233,-0.0033,20.7033,0.09,-0.0733,-27.7,-0.2033,,,-1.8333,0.0,0.0833,,,,-771.04,-623.2733,-939.3333,41.4833,-0.52,5.67,-693.5167,0.0033,,,-1.3333,,,,No Drugs,,,,punitive income tax rates,absence of drug laws
227,#227 Underage Drinkers: Social Menace or Misunderstood?,4,4. a chain of pubs that cater solely to children has recently been unveiled,3.4836,0.036,,,2.1555,,-3.7229,-3.008,1.8391,-16.1145,-24.2859,-28.0297,-57.8511,-35.8074,-38.1336,-101.5989,-25.9751,1874.7252,-35.9454,-57.606,-27.416,-25.737,-78.6242,-31.3581,-19.8052,-145.743,0.0028,-5.3289,-9.2873,-12.5394,-18.0004,,,,,0.5323,-0.6092,,-0.0001,,-0.0435,-2.1464,-1.8304,-0.5359,-0.4557,-35.4076,-1.0405,,-0.4621,1.3448,,,-38.4275,0.0604,-7.2086,-14.6887,0.295,22.9015,0.4394,,-0.7806,4.8917,0.4557,-0.1672,-0.0543,0.0403,,1039.9484,241.9117,4695.3304,-10.796,1.281,-0.5714,1278.6577,-0.0662,-0.0163,0.1091,,,,No Drugs,,,,,absence of drug laws,punitive income tax rates|restrictive gun laws
